@relation dataset_ecoswap

@attribute product_id numeric
@attribute days_published numeric
@attribute interactions numeric
@attribute user_success_history numeric
@attribute user_rating {regular,malo,bueno}
@attribute location {barranquilla,medellin,bogota,cartagena,cali,'santa marta',riohacha}
@attribute exchange_successful {False,True}

@data
797,98,25,273,regular,riohacha,False
282,42,184,222,malo,bogota,False
1717,67,381,433,bueno,cartagena,True
597,96,459,285,regular,cali,True
1497,56,22,412,regular,riohacha,False
1804,39,206,450,regular,cartagena,False
815,83,141,55,regular,riohacha,False
507,69,452,124,malo,medellin,True
1862,79,50,427,regular,'santa marta',False
914,21,242,487,malo,bogota,True
1489,39,494,235,malo,barranquilla,True
1527,19,154,493,regular,medellin,False
567,81,465,454,malo,'santa marta',True
49,39,459,292,regular,cartagena,True
1483,21,423,141,malo,medellin,True
88,15,454,360,malo,riohacha,True
1670,62,395,111,malo,medellin,True
391,67,143,50,regular,cali,False
781,33,310,291,regular,cartagena,True
1866,58,325,405,malo,riohacha,False
1997,97,267,215,regular,medellin,True
1794,53,110,78,bueno,riohacha,True
1452,76,87,258,malo,cartagena,False
71,4,301,133,malo,cali,True
479,23,420,59,regular,bogota,True
1185,56,362,332,malo,riohacha,False
738,75,143,139,regular,bogota,False
1186,15,354,385,regular,cali,True
687,19,115,332,malo,barranquilla,False
1939,60,136,487,malo,riohacha,False
174,66,318,463,regular,riohacha,True
881,74,116,291,malo,'santa marta',False
286,90,407,198,malo,bogota,True
1425,81,7,483,regular,cali,False
1789,31,102,258,regular,'santa marta',False
810,23,12,351,bueno,cartagena,False
728,49,190,206,regular,bogota,False
820,1,477,157,regular,cartagena,True
508,47,374,410,malo,cali,False
217,2,264,273,bueno,bogota,True
1650,65,196,369,malo,'santa marta',True
1173,86,144,296,malo,barranquilla,False
1233,78,154,383,regular,bogota,False
1027,24,8,297,regular,cartagena,False
6,21,116,217,bueno,bogota,True
155,77,225,444,bueno,medellin,False
1900,6,232,266,regular,'santa marta',False
661,50,36,458,malo,barranquilla,False
509,94,263,253,bueno,barranquilla,True
1622,99,275,461,regular,cali,False
249,11,457,329,malo,barranquilla,True
1096,60,288,303,malo,bogota,True
1137,97,29,122,malo,riohacha,True
930,78,308,148,regular,medellin,False
1813,60,398,111,malo,riohacha,False
676,4,145,395,malo,bogota,False
1570,79,197,463,regular,bogota,False
1920,72,472,325,bueno,riohacha,True
292,69,126,474,malo,'santa marta',True
1617,13,260,176,bueno,medellin,True
80,90,221,345,malo,'santa marta',False
1507,26,167,170,regular,cartagena,False
139,35,420,56,regular,riohacha,True
585,73,320,347,regular,bogota,True
697,61,286,440,malo,barranquilla,False
1338,29,493,132,bueno,'santa marta',True
578,75,457,143,malo,cali,True
1815,88,422,381,bueno,cali,True
1659,59,476,318,regular,barranquilla,True
1414,53,107,96,bueno,cartagena,False
1599,87,387,175,malo,cali,True
686,90,348,235,regular,cartagena,True
120,33,220,384,regular,barranquilla,True
1844,22,110,395,malo,riohacha,False
1189,5,10,289,malo,'santa marta',False
197,72,164,171,regular,medellin,False
111,1,350,171,bueno,bogota,True
532,69,121,205,malo,cali,False
1200,26,393,477,regular,cartagena,True
1539,80,116,202,regular,cali,False
1638,94,260,403,malo,bogota,False
212,62,350,108,regular,bogota,True
1061,14,164,218,malo,cali,False
419,36,450,308,regular,bogota,True
33,92,223,195,bueno,'santa marta',True
759,27,336,74,regular,riohacha,True
745,24,239,483,malo,medellin,True
1304,49,303,488,bueno,medellin,True
473,92,239,386,malo,riohacha,True
655,7,286,307,regular,cartagena,False
1718,92,272,97,malo,cali,False
529,58,10,426,malo,barranquilla,True
1941,20,380,353,regular,cali,False
1740,90,409,69,regular,cartagena,True
1991,92,423,317,regular,'santa marta',True
157,63,282,418,regular,bogota,False
42,55,318,461,bueno,medellin,True
1306,1,313,268,regular,cartagena,True
108,71,391,424,malo,'santa marta',True
670,65,446,78,bueno,riohacha,True
633,53,160,114,malo,'santa marta',False
28,89,390,264,bueno,barranquilla,True
1818,83,164,318,regular,cartagena,True
1854,99,369,244,regular,riohacha,True
1097,50,435,58,regular,cartagena,True
511,69,385,128,regular,bogota,False
1166,38,281,468,malo,'santa marta',False
531,1,378,206,regular,bogota,True
864,51,260,385,malo,cartagena,False
279,23,185,403,malo,riohacha,True
541,84,293,477,malo,'santa marta',False
167,36,2,370,malo,'santa marta',False
1008,53,232,320,bueno,cartagena,True
591,36,42,90,regular,cartagena,False
166,29,334,253,bueno,bogota,True
563,46,226,443,malo,cali,True
789,63,310,297,bueno,medellin,True
769,46,130,370,malo,cali,False
90,78,211,406,malo,medellin,True
1224,68,186,438,malo,riohacha,False
1312,56,260,197,malo,cali,True
884,88,256,135,regular,cartagena,True
525,52,393,474,regular,riohacha,True
345,8,446,112,regular,cali,True
521,23,118,392,regular,bogota,False
27,22,123,480,regular,medellin,False
144,3,371,242,regular,barranquilla,True
679,31,136,389,regular,'santa marta',False
54,14,314,496,malo,bogota,False
367,93,102,253,regular,cartagena,False
1537,12,79,101,bueno,'santa marta',True
1191,47,384,495,bueno,bogota,True
297,19,234,420,bueno,medellin,False
1426,81,70,367,regular,cartagena,False
231,2,204,436,malo,riohacha,False
835,54,467,301,malo,cartagena,True
1059,1,266,469,malo,cali,True
1723,98,248,55,bueno,bogota,True
761,17,436,350,bueno,bogota,True
1229,31,20,146,malo,cartagena,False
1175,10,129,265,malo,cartagena,False
522,10,277,137,malo,cali,True
1642,14,59,467,regular,'santa marta',False
1793,32,83,93,regular,'santa marta',False
895,80,183,265,malo,cartagena,False
853,51,329,309,malo,barranquilla,True
206,79,270,245,regular,medellin,True
1281,25,30,367,regular,barranquilla,False
1981,88,265,188,bueno,bogota,False
829,92,60,205,malo,bogota,False
99,26,202,343,bueno,cartagena,True
993,8,8,448,regular,medellin,False
1417,86,250,415,bueno,bogota,True
1835,68,222,444,regular,'santa marta',True
692,92,360,271,malo,riohacha,True
1474,64,81,237,regular,cali,False
653,58,354,151,regular,riohacha,True
771,6,466,224,regular,cali,True
946,1,413,163,regular,riohacha,True
1,52,233,382,bueno,cartagena,True
1710,89,139,230,malo,cali,True
1953,60,237,305,regular,cartagena,True
1372,78,100,465,regular,cali,False
1806,96,73,264,bueno,bogota,True
1514,89,444,251,regular,'santa marta',True
1143,17,95,294,regular,cartagena,False
400,2,497,250,bueno,cali,True
832,39,287,321,malo,cali,True
12,24,359,158,regular,bogota,True
1588,24,238,134,bueno,cartagena,True
1227,72,381,450,malo,'santa marta',True
7,83,154,157,regular,medellin,False
1969,95,90,68,malo,riohacha,False
559,29,175,365,malo,barranquilla,False
1315,32,47,133,regular,barranquilla,False
262,90,161,298,regular,medellin,False
1262,41,376,453,malo,cali,True
749,36,82,77,malo,medellin,False
1904,3,276,281,bueno,riohacha,False
1439,87,426,213,regular,bogota,True
921,21,160,138,regular,cartagena,True
838,12,345,369,malo,barranquilla,False
113,88,159,237,regular,'santa marta',True
1378,54,364,379,regular,barranquilla,True
1199,36,13,144,regular,medellin,False
1009,22,314,470,regular,barranquilla,True
995,83,200,165,regular,riohacha,False
497,67,71,108,malo,cartagena,False
663,66,333,160,malo,bogota,False
1253,21,221,440,regular,barranquilla,False
1516,43,138,70,malo,'santa marta',False
1168,97,229,363,regular,medellin,False
1359,87,261,117,regular,riohacha,False
1150,51,278,224,malo,bogota,False
999,52,109,90,malo,medellin,False
1796,39,387,120,malo,barranquilla,True
855,64,190,420,regular,cali,False
82,34,309,130,malo,medellin,False
1482,29,169,384,regular,riohacha,True
1567,86,178,475,regular,barranquilla,False
1750,81,302,255,malo,cartagena,False
1621,96,246,431,malo,bogota,False
801,55,392,95,malo,'santa marta',True
179,6,231,124,regular,riohacha,False
1520,35,319,133,regular,barranquilla,True
955,90,17,364,malo,medellin,False
261,19,325,263,regular,cartagena,False
1054,84,378,228,malo,cali,True
625,83,269,52,regular,bogota,False
1454,86,421,439,bueno,riohacha,True
1105,1,222,160,regular,cartagena,False
1666,63,211,152,bueno,medellin,False
1010,21,415,434,regular,barranquilla,True
207,59,80,323,malo,riohacha,False
1870,46,451,486,regular,cartagena,True
1631,56,63,244,regular,'santa marta',False
1299,20,116,123,regular,'santa marta',False
1836,91,41,256,malo,riohacha,False
1775,41,100,256,malo,barranquilla,False
1278,51,152,107,regular,'santa marta',False
1393,36,220,428,bueno,'santa marta',False
124,7,444,409,regular,cali,True
388,95,65,341,malo,barranquilla,False
1476,54,61,217,malo,cartagena,False
1692,54,469,135,malo,barranquilla,True
1459,6,345,493,regular,riohacha,True
399,27,224,177,bueno,'santa marta',False
998,6,385,441,malo,barranquilla,True
981,44,401,237,malo,bogota,True
1962,81,369,187,malo,medellin,False
1203,69,234,425,bueno,barranquilla,False
1410,38,329,294,regular,riohacha,True
1708,99,325,436,malo,medellin,False
1028,95,320,165,regular,riohacha,True
1183,88,224,388,malo,riohacha,False
1198,36,112,197,regular,riohacha,False
1608,33,220,250,regular,barranquilla,False
1724,76,156,253,malo,barranquilla,False
991,86,87,411,regular,'santa marta',False
666,37,303,317,malo,cartagena,True
1695,49,34,413,bueno,cartagena,False
1867,87,304,440,regular,riohacha,False
785,49,270,54,regular,cartagena,True
401,90,291,176,malo,riohacha,False
652,74,291,214,regular,barranquilla,False
153,90,21,476,bueno,cartagena,False
222,2,64,354,malo,riohacha,True
1783,38,369,406,malo,cali,True
1365,97,231,434,malo,medellin,False
1290,22,173,436,regular,cali,True
412,50,430,433,malo,riohacha,True
274,11,126,423,bueno,cali,False
1321,30,124,455,bueno,riohacha,False
510,62,310,98,malo,riohacha,True
1726,9,423,234,malo,riohacha,False
1256,53,216,63,regular,riohacha,False
1052,68,169,52,regular,riohacha,False
45,51,111,162,regular,barranquilla,False
1145,66,499,386,malo,riohacha,True
1236,86,469,425,bueno,barranquilla,True
1364,51,126,132,malo,'santa marta',False
313,99,193,265,regular,riohacha,False
1337,8,118,114,regular,cartagena,False
431,66,463,473,malo,bogota,True
1330,92,50,375,malo,cartagena,False
1616,30,101,295,bueno,barranquilla,False
44,3,318,133,malo,cartagena,False
1307,96,118,206,regular,riohacha,False
1689,6,218,361,malo,cali,True
369,6,132,218,regular,barranquilla,True
632,85,27,487,bueno,cartagena,False
1416,99,338,274,regular,barranquilla,True
1858,29,35,178,malo,riohacha,False
1585,17,47,450,malo,bogota,False
421,20,412,237,malo,riohacha,True
937,86,52,323,malo,riohacha,False
1342,10,51,128,bueno,bogota,False
1583,18,55,456,regular,barranquilla,True
1958,72,189,257,malo,barranquilla,False
1076,2,11,428,bueno,riohacha,False
1703,62,279,196,regular,cartagena,False
1555,59,387,418,malo,medellin,True
468,30,373,324,malo,bogota,True
1817,70,317,494,regular,medellin,False
1300,86,113,215,malo,bogota,False
1479,53,28,301,bueno,bogota,False
1098,78,174,188,malo,medellin,True
1247,1,429,96,malo,bogota,True
1102,76,483,373,malo,cali,True
340,22,53,418,malo,bogota,False
242,17,108,349,regular,cartagena,False
489,1,459,102,malo,barranquilla,True
2000,33,395,252,bueno,bogota,True
1696,9,41,484,malo,riohacha,False
1268,38,403,410,malo,cartagena,True
1072,5,288,484,malo,riohacha,False
533,4,125,188,malo,bogota,False
571,26,143,466,malo,cartagena,False
62,71,362,447,malo,riohacha,True
945,36,436,498,malo,bogota,True
802,6,405,439,bueno,bogota,True
828,34,130,400,bueno,cartagena,True
1506,73,125,291,regular,barranquilla,True
1006,70,148,373,malo,barranquilla,False
1126,89,256,247,regular,bogota,True
805,69,25,135,malo,cartagena,False
1771,97,376,397,malo,cali,False
599,12,280,429,regular,'santa marta',True
1965,18,43,117,malo,riohacha,False
316,18,218,460,bueno,cartagena,False
1994,74,39,295,regular,bogota,True
555,40,481,235,regular,cali,True
1974,89,192,476,regular,cali,False
1411,94,301,200,bueno,riohacha,True
283,99,495,96,regular,medellin,True
1125,4,203,428,malo,'santa marta',False
978,17,200,420,malo,bogota,False
1892,56,47,128,bueno,bogota,False
1344,83,403,199,regular,medellin,False
1925,93,257,140,malo,cartagena,True
792,59,436,483,regular,'santa marta',True
158,96,8,343,bueno,medellin,False
1382,55,84,227,regular,cartagena,True
1628,62,375,338,malo,medellin,True
1701,50,75,462,malo,barranquilla,False
70,50,25,308,regular,cartagena,False
186,75,379,497,malo,bogota,False
433,87,228,424,malo,bogota,True
713,32,481,277,bueno,riohacha,True
1888,75,332,430,malo,medellin,True
288,2,294,444,bueno,cartagena,True
1099,75,113,59,bueno,medellin,False
1501,83,330,256,regular,'santa marta',True
426,76,12,132,malo,cali,True
651,9,209,62,regular,riohacha,False
112,8,213,79,malo,'santa marta',True
1162,94,30,418,regular,cali,False
377,99,279,212,bueno,'santa marta',True
1449,17,82,287,regular,medellin,False
386,18,213,116,malo,'santa marta',True
1164,36,108,92,malo,barranquilla,False
1373,32,326,337,bueno,riohacha,True
893,23,86,304,malo,'santa marta',False
1767,19,407,111,malo,cali,True
109,9,332,122,bueno,medellin,True
1584,59,393,94,malo,riohacha,True
428,15,482,407,regular,cartagena,True
1498,33,112,359,malo,bogota,False
560,13,49,266,malo,cartagena,True
336,48,147,165,regular,cali,False
1552,89,409,344,malo,'santa marta',True
825,62,349,382,malo,'santa marta',True
104,15,438,195,regular,riohacha,True
1946,78,109,457,regular,medellin,True
548,61,167,226,regular,cartagena,True
598,37,487,410,regular,cali,True
460,94,141,450,malo,barranquilla,True
370,99,102,201,malo,cali,False
776,66,266,237,malo,'santa marta',False
378,60,339,68,malo,medellin,False
1245,87,188,428,malo,medellin,False
1936,44,262,340,malo,cartagena,True
716,47,237,209,bueno,barranquilla,True
232,53,165,91,regular,bogota,False
870,88,380,411,regular,barranquilla,True
830,95,151,119,malo,'santa marta',True
1158,64,118,81,malo,medellin,True
1699,61,338,248,regular,barranquilla,True
748,92,166,337,regular,medellin,False
1902,57,307,415,malo,medellin,False
1438,98,405,324,malo,'santa marta',True
1883,2,8,306,malo,barranquilla,False
1675,52,457,302,malo,'santa marta',True
1252,15,4,231,regular,barranquilla,False
913,19,474,314,regular,riohacha,True
933,27,117,140,regular,cali,False
1797,31,426,141,regular,medellin,True
799,1,117,171,malo,bogota,True
1769,40,91,98,malo,barranquilla,False
622,78,425,312,malo,cartagena,False
3,15,414,95,malo,cali,True
397,23,417,438,regular,barranquilla,True
905,96,471,204,bueno,bogota,True
360,35,77,372,malo,cartagena,False
1473,46,289,172,regular,'santa marta',True
302,24,341,285,regular,'santa marta',True
451,60,124,431,malo,cartagena,False
1447,38,314,425,regular,riohacha,False
1632,10,109,379,regular,medellin,False
1207,38,12,377,bueno,barranquilla,True
940,63,82,398,regular,medellin,False
1018,94,499,213,malo,riohacha,True
605,30,102,80,malo,barranquilla,False
48,73,7,427,bueno,bogota,False
1573,48,268,263,malo,barranquilla,True
1466,10,178,105,malo,cali,False
778,56,450,96,malo,cartagena,True
140,65,262,245,bueno,cartagena,False
275,92,482,196,bueno,medellin,True
1366,92,295,187,bueno,cartagena,True
1225,5,132,332,regular,'santa marta',False
1213,46,437,321,regular,bogota,True
1351,50,349,405,malo,riohacha,True
860,82,400,322,malo,'santa marta',False
646,87,130,93,malo,cartagena,False
1169,27,111,338,regular,cartagena,False
1146,78,407,112,malo,'santa marta',False
962,14,48,450,regular,barranquilla,False
1828,94,142,492,malo,riohacha,False
549,51,202,247,regular,cartagena,False
1782,27,84,363,regular,bogota,False
36,15,370,210,regular,cali,False
1788,58,154,363,malo,bogota,True
688,39,104,230,regular,cali,False
1134,32,269,467,bueno,'santa marta',True
1071,10,400,460,regular,cartagena,True
1064,37,488,363,malo,medellin,True
804,81,452,111,malo,riohacha,True
464,40,334,318,regular,barranquilla,True
916,82,213,296,regular,barranquilla,True
1249,54,273,338,regular,bogota,False
442,58,379,62,malo,cartagena,False
967,23,314,270,regular,cartagena,True
516,48,47,323,regular,medellin,False
983,17,343,352,malo,cali,True
1532,17,214,202,malo,medellin,False
1597,90,263,463,malo,riohacha,True
1820,71,465,103,regular,'santa marta',True
429,92,304,65,regular,bogota,True
859,98,80,403,bueno,bogota,True
845,17,56,138,malo,barranquilla,False
891,43,455,205,bueno,medellin,True
330,20,328,440,regular,barranquilla,True
1267,75,82,251,regular,medellin,False
1394,29,391,122,regular,cartagena,True
1715,11,289,195,malo,riohacha,True
1188,8,473,62,regular,barranquilla,True
164,15,428,165,malo,barranquilla,True
1700,35,314,255,malo,bogota,False
665,29,287,66,bueno,cali,True
931,90,256,162,malo,bogota,True
254,70,1,188,malo,riohacha,False
162,94,87,467,malo,riohacha,True
524,34,220,313,regular,cartagena,False
374,46,82,106,malo,'santa marta',False
970,99,277,305,malo,cali,False
961,26,60,242,malo,medellin,True
89,72,402,350,malo,bogota,False
667,38,311,231,bueno,medellin,True
1722,25,424,71,bueno,'santa marta',True
216,39,276,158,bueno,cartagena,True
1407,20,205,217,regular,barranquilla,False
1832,68,489,253,regular,cartagena,True
1529,59,68,361,regular,'santa marta',False
50,18,84,192,malo,'santa marta',False
365,92,98,175,regular,cali,False
1443,18,384,223,regular,bogota,True
322,61,145,486,malo,'santa marta',True
540,91,347,211,regular,riohacha,True
1523,51,32,118,bueno,medellin,False
798,99,141,110,regular,barranquilla,False
190,97,163,311,regular,medellin,False
818,78,20,477,malo,cali,False
1590,60,210,183,malo,cartagena,True
1800,78,284,269,bueno,barranquilla,True
1876,13,324,389,bueno,medellin,False
1773,59,38,173,malo,cartagena,False
1691,5,417,142,bueno,cartagena,True
640,58,300,362,regular,riohacha,True
1840,22,264,51,malo,bogota,False
1906,58,179,462,bueno,bogota,True
896,95,386,219,malo,cali,True
939,94,252,165,bueno,'santa marta',False
277,89,306,140,malo,barranquilla,False
1678,72,226,78,malo,medellin,False
43,64,84,473,regular,barranquilla,False
627,69,316,375,malo,cali,True
1535,55,232,368,malo,cali,True
1766,88,219,435,regular,cartagena,False
656,46,116,386,regular,medellin,False
1846,82,425,195,malo,barranquilla,True
145,1,186,96,regular,cartagena,True
1091,94,278,251,regular,barranquilla,False
1751,40,142,369,malo,riohacha,False
15,53,122,289,regular,barranquilla,False
448,70,336,441,regular,barranquilla,False
619,9,353,442,malo,'santa marta',False
1468,17,196,390,malo,barranquilla,True
131,23,420,429,regular,riohacha,True
1963,72,190,388,malo,'santa marta',True
95,80,361,272,malo,cali,True
430,98,293,115,malo,barranquilla,False
1496,69,2,110,regular,bogota,False
897,75,62,301,regular,'santa marta',False
75,4,55,142,malo,bogota,False
610,86,494,215,regular,barranquilla,True
1690,5,190,370,malo,riohacha,False
300,3,8,353,bueno,medellin,False
38,62,264,469,regular,cali,True
1302,63,476,203,regular,bogota,True
566,87,149,262,bueno,cartagena,True
1557,26,44,366,malo,'santa marta',False
903,25,149,327,malo,bogota,False
1453,87,218,122,malo,barranquilla,False
754,50,490,139,regular,riohacha,True
1572,9,267,432,regular,barranquilla,True
1151,70,171,158,regular,riohacha,True
1284,70,117,474,regular,medellin,True
223,2,374,446,regular,barranquilla,True
424,16,154,94,malo,cartagena,False
1433,22,148,353,regular,cartagena,True
409,42,462,314,regular,cartagena,True
351,97,63,480,regular,medellin,False
1687,41,156,122,bueno,cali,True
1067,3,269,239,malo,bogota,True
934,73,282,395,regular,cartagena,False
1034,4,220,230,malo,cali,False
506,92,84,176,malo,cartagena,False
920,22,173,209,malo,barranquilla,False
595,23,425,305,regular,barranquilla,True
161,4,478,441,regular,medellin,True
1460,91,341,333,malo,'santa marta',False
1461,40,384,402,regular,barranquilla,True
477,90,144,495,bueno,cali,True
335,33,1,377,malo,cali,False
756,92,462,411,malo,barranquilla,True
660,9,442,212,regular,cartagena,True
1023,3,261,339,regular,cartagena,False
1193,76,231,253,regular,riohacha,True
645,35,326,102,regular,cali,False
169,32,293,437,regular,medellin,False
1396,82,439,459,bueno,bogota,True
1694,87,180,474,regular,riohacha,False
844,57,415,406,regular,'santa marta',True
1261,26,388,297,regular,'santa marta',True
296,99,434,66,regular,cali,True
17,88,143,350,malo,bogota,True
363,17,459,347,malo,medellin,True
255,80,119,484,regular,'santa marta',False
1533,74,143,326,malo,cali,False
1602,4,283,475,bueno,cartagena,True
203,51,10,84,regular,bogota,False
1437,29,199,176,regular,'santa marta',True
732,1,466,254,regular,riohacha,True
1733,98,247,98,malo,'santa marta',True
766,92,163,117,malo,cartagena,True
243,38,251,188,malo,barranquilla,True
209,96,93,418,malo,'santa marta',False
885,69,483,93,malo,medellin,True
1577,93,476,136,malo,bogota,True
1757,67,355,109,malo,'santa marta',True
1085,9,488,198,regular,'santa marta',True
1808,46,124,326,malo,riohacha,False
1141,97,283,389,regular,cali,False
760,63,7,443,regular,cali,False
290,48,151,233,malo,'santa marta',False
837,50,266,233,malo,cali,True
1515,61,59,397,malo,barranquilla,False
226,87,121,391,malo,cali,False
1615,34,107,96,regular,cartagena,False
554,33,458,450,bueno,cartagena,True
1499,36,57,137,regular,bogota,False
1917,15,342,87,regular,cali,False
1560,10,227,158,malo,'santa marta',True
868,38,101,57,regular,'santa marta',False
1680,93,131,465,malo,barranquilla,False
187,92,345,283,malo,cali,True
1982,41,344,159,malo,cali,True
118,35,293,205,regular,cali,True
183,84,231,204,malo,riohacha,False
1971,32,341,499,regular,cali,True
1112,72,18,370,malo,bogota,False
182,44,130,203,malo,medellin,False
337,76,287,478,malo,cali,False
984,13,344,376,malo,cali,False
1576,87,408,214,malo,medellin,True
